Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
48,177,514,36,35,0.985660957,2,0
50,93,558,99,16,0.795635292,3,0
33,76,346,45,12,0.968572015,4,0
46,85,323,92,17,0.389547514,5,0
21,148,503,99,1,0.427195603,2,0
22,71,437,57,15,0.583943394,4,0
22,104,314,12,9,0.665512583,3,0
25,84,715,13,12,0.893356575,0,0
57,45,781,72,30,0.937064655,3,0
59,53,786,62,11,0.589256073,4,0
41,79,383,50,29,0.588837469,4,0
35,195,675,33,32,0.957056296,0,0
46,101,331,58,31,0.988803525,1,0
34,127,748,100,28,0.878057953,1,0
44,99,377,42,24,0.108768232,3,0
61,109,624,44,26,0.692411959,0,0
65,24,635,79,22,0.13815539,0,0
53,121,766,64,8,0.390941623,5,1
46,79,820,90,7,0.280947826,3,1
41,125,667,97,22,0.194596093,4,1
43,50,628,43,23,0.762393906,1,0
57,94,742,46,6,0.044752219,5,1
34,74,844,11,16,0.767153102,2,0
19,68,563,79,31,0.470859017,1,0
52,54,615,75,19,0.905542584,2,0
26,193,386,68,28,0.423621918,2,1
33,41,572,10,30,0.866993984,5,0
44,165,600,47,27,0.77008565,2,0
70,164,512,65,35,0.905099621,5,0
28,49,416,52,38,0.951413914,3,0
20,43,572,22,1,0.033765577,5,0
19,96,695,5,16,0.921571473,4,0
52,199,789,35,16,0.589060114,0,0
40,41,554,58,1,0.954385832,4,0
53,127,579,33,24,0.54680613,0,0
24,48,327,47,7,0.946509541,0,1
27,44,740,92,6,0.239113759,5,0
25,36,801,12,35,0.457857524,5,1
68,46,762,19,38,0.673657854,5,0
18,161,575,61,7,0.571515921,1,0
56,182,782,31,36,0.916075049,2,0
58,25,534,73,23,0.915857742,1,0
43,64,300,71,6,0.333331733,4,0
57,123,354,75,2,0.80875097,0,0
50,184,354,62,19,0.186681545,3,0
31,118,474,79,3,0.321414101,1,0
66,34,747,71,33,0.630715421,3,0
44,157,641,88,9,0.821291785,0,0
46,62,621,100,25,0.413027112,2,1
28,95,816,5,9,0.594246005,5,0
44,62,727,45,31,0.421120284,2,1
47,124,525,54,19,0.123394364,5,0
32,41,581,82,38,0.564378461,5,0
45,96,561,64,40,0.596849748,0,0
67,134,486,55,17,0.950987536,4,0
56,113,508,57,16,0.560727898,4,0
34,37,606,93,6,0.996694638,4,0
46,192,739,56,35,0.728222209,1,0
25,41,371,19,2,0.48144641,1,0
45,165,345,92,21,0.295786542,0,0
54,190,639,24,10,0.941847494,2,0
57,115,315,88,6,0.772668735,3,0
65,165,672,78,37,0.018627689,5,1
60,134,688,37,17,0.951542435,3,0
36,135,648,26,17,0.71948747,3,0
34,46,381,16,23,0.682172978,4,0
54,108,774,63,29,0.329995804,0,1
42,89,635,12,23,0.661023543,1,0
38,65,729,30,6,0.775624908,5,0
35,31,507,39,2,0.701238278,3,0
35,83,771,71,27,0.698983961,4,0
70,72,665,67,26,0.794935637,2,0
54,125,682,22,15,0.220913203,1,1
47,117,538,79,5,0.300168799,4,0
69,182,722,9,13,0.110610561,2,1
29,86,429,93,21,0.343621996,5,0
59,179,694,29,5,0.622428152,3,0
52,68,339,76,28,0.041535271,3,0
54,91,494,98,33,0.128551598,1,0
37,110,338,7,3,0.029058212,5,0
64,185,701,11,4,0.506462585,2,0
26,136,764,43,19,0.462523631,3,1
19,123,748,11,15,0.567309631,0,0
44,116,357,41,10,0.777317623,5,0
28,118,412,79,16,0.217954855,5,0
55,27,498,98,17,0.928724971,2,0
66,157,638,27,16,0.451362275,4,1
33,195,685,25,2,0.246968848,5,1
52,147,372,33,31,0.772935487,4,0
60,148,571,80,32,0.657527035,3,0
59,118,713,83,9,0.64530653,2,0
34,62,706,73,12,0.495369191,4,1
35,175,346,32,20,0.921519192,1,0
29,152,848,97,23,0.74108541,1,0
29,182,748,92,5,0.955852874,3,0
56,64,500,9,29,0.709735278,0,0
23,71,422,78,26,0.09648202,3,0
36,174,655,95,38,0.584993979,4,0
56,93,821,37,37,0.62786477,5,0
66,160,317,5,19,0.5084127,4,0
46,36,812,19,31,0.249941085,1,0
53,185,414,84,0,0.193738511,2,1
36,156,694,52,28,0.606249087,2,0
45,127,704,74,8,0.839991196,2,0
25,41,539,64,8,0.907265081,1,0
54,171,765,50,20,0.132690582,2,1
68,169,640,60,40,0.467250848,2,1
33,137,832,41,16,0.608135233,2,0
29,173,653,96,33,0.118420694,4,1
37,130,627,39,27,0.797814066,1,0
21,32,424,22,37,0.3649641,2,0
66,20,677,80,24,0.87837742,4,0
51,130,367,74,39,0.714846775,3,0
41,119,710,74,32,0.193980212,2,1
70,170,513,21,39,0.21471437,4,0
50,162,422,99,40,0.264752235,1,0
47,112,365,90,1,0.623663648,2,0
21,61,471,49,28,0.729514198,2,0
42,156,680,12,25,0.306893182,5,1
53,81,773,63,36,0.241884648,2,1
46,146,317,39,18,0.686179118,4,0
25,190,509,45,24,0.115162401,3,0
60,71,454,79,10,0.234299964,5,0
29,185,445,33,20,0.224082592,0,0
55,169,841,64,22,0.202070501,3,1
31,116,587,52,27,0.9979663,5,0
21,44,585,42,28,0.015623778,4,0
36,77,795,63,34,0.335955541,2,1
64,101,819,20,14,0.005638624,3,1
50,194,488,28,22,0.829230629,1,0
40,151,743,90,30,0.397779217,0,1
39,35,460,15,33,0.715460267,2,0
59,129,709,19,14,0.275768761,4,1
29,93,776,43,10,0.666195098,2,0
33,31,514,48,10,0.804541801,2,0
65,95,812,70,32,0.160253594,0,1
48,104,734,41,40,0.874170322,1,0
47,23,514,23,9,0.620337805,1,0
61,82,740,35,40,0.731756037,5,0
53,109,788,77,12,0.284484479,0,1
50,83,755,86,5,0.203883922,3,1
24,89,740,97,1,0.753173472,4,0
42,83,677,55,31,0.116945471,3,1
24,117,821,43,24,0.026724504,0,1
43,172,391,64,2,0.060345505,5,0
67,46,509,83,22,0.773992071,4,0
22,90,780,97,40,0.769968122,3,0
65,35,829,65,4,0.18789752,3,0
20,126,477,54,28,0.821451103,0,0
66,62,448,37,40,0.399214874,5,0
53,49,542,92,36,0.572948474,1,0
36,149,329,9,13,0.737373634,1,0
20,196,440,11,19,0.702744372,4,0
22,122,684,41,31,0.4190681,0,1
43,108,747,92,29,0.445887955,4,1
62,183,603,78,32,0.178878739,1,1
36,109,702,23,40,0.864338683,2,0
69,54,300,61,14,0.84272166,1,0
48,29,828,78,16,0.241679816,0,0
18,149,720,81,19,0.712508421,2,0
22,195,698,67,23,0.802848423,3,0
54,135,834,72,30,0.352116007,1,1
28,193,810,17,21,0.353672574,3,1
23,38,641,81,33,0.83509434,4,0
27,181,320,100,10,0.79440101,2,0
29,65,799,76,3,0.560752773,1,0
58,140,673,6,19,0.923253288,1,0
68,72,359,71,30,0.869673132,5,0
40,62,325,55,35,0.215857901,3,0
45,196,806,44,28,0.536352811,2,0
51,32,727,40,13,0.624393796,2,0
66,67,560,68,26,0.881681996,3,0
61,186,305,94,38,0.102796023,0,0
18,55,588,19,33,0.763573913,2,0
26,53,672,19,14,0.222985965,0,1
51,54,645,91,32,0.643967599,5,0
41,107,526,45,4,0.572767903,4,0
62,165,558,82,24,0.431184407,3,0
53,169,533,53,3,0.392944939,2,0
65,193,664,44,20,0.705076962,1,0
21,187,774,71,29,0.584414625,5,0
68,135,346,21,4,0.902798519,4,0
45,45,539,61,38,0.452487075,4,0
64,127,305,89,24,0.557286327,0,0
47,187,475,53,20,0.00475904,4,0
46,31,498,30,2,0.60546486,4,1
46,182,695,38,27,0.836193098,3,0
26,180,617,11,9,0.102886245,3,1
38,56,616,49,9,0.156196479,4,1
24,116,831,48,21,0.255701441,1,1
35,21,667,20,40,0.231115305,1,0
56,86,845,25,12,0.816941999,2,1
18,86,380,16,38,0.725134627,5,0
28,67,825,5,18,0.50417437,3,0
41,44,730,85,5,0.450213931,2,0
44,143,631,62,19,0.905406465,4,0
19,56,682,33,5,0.781434515,4,0
57,183,768,37,39,0.252952851,4,1
55,156,702,16,1,0.035844152,5,1
58,106,416,15,37,0.029197522,1,0
42,123,382,51,4,0.900312141,1,0
40,65,342,82,0,0.088935245,2,0
70,39,667,19,11,0.252097065,4,0
29,194,510,89,36,0.080704895,4,0
30,29,580,35,39,0.566356037,0,0
22,103,647,55,5,0.077475557,3,1
49,61,480,68,40,0.292649965,5,0
59,183,552,78,35,0.583600773,0,0
36,165,504,70,11,0.151608767,4,0
57,101,775,52,28,0.133771267,5,1
36,165,512,76,7,0.714798608,3,0
35,180,521,32,36,0.390047065,0,0
51,88,835,17,40,0.504955126,4,0
27,178,356,86,3,0.428102771,5,0
52,63,365,49,15,0.66983523,3,0
23,115,718,69,18,0.155753141,3,1
47,197,655,54,36,0.378804115,0,1
38,186,502,69,13,0.866094131,0,0
39,29,808,61,23,0.988378084,4,0
38,20,342,98,3,0.447252347,2,0
40,159,607,10,29,0.515084943,5,0
58,163,755,80,27,0.87321166,1,0
48,135,463,87,28,0.511837364,5,0
44,58,672,59,38,0.328108561,0,1
47,99,302,25,19,0.50473855,0,0
52,151,652,92,9,0.729134384,5,0
70,106,544,75,5,0.282791205,1,0
35,126,593,53,40,0.369254474,4,0
28,173,407,76,26,0.374941146,0,0
46,55,317,92,20,0.827343158,2,0
44,34,322,48,4,0.367309486,2,0
30,139,752,42,31,0.484396916,3,1
24,87,640,22,9,0.319372326,2,1
47,164,808,38,26,0.309508959,4,1
53,146,354,54,13,0.782269351,3,0
64,120,673,97,9,0.369161544,1,1
47,166,400,57,29,0.587767785,3,0
47,154,366,77,23,0.256687819,1,0
27,166,672,83,1,0.779641822,2,0
44,70,792,52,23,0.378737147,5,1
43,172,809,54,36,0.772149516,0,0
51,49,519,97,24,0.677928422,4,0
26,68,451,34,37,0.11676636,2,0
46,88,511,12,10,0.153680824,2,0
66,87,708,17,3,0.147100011,4,1
56,55,559,9,12,0.767288196,5,0
67,168,613,44,36,0.404516409,4,1
41,68,824,22,30,0.427725515,2,1
29,94,591,33,21,0.684823492,0,0
53,69,707,68,27,0.104414548,4,1
50,97,561,80,17,0.832716291,0,0
34,183,763,75,19,0.728883708,4,0
46,138,355,58,9,0.774468196,2,0
45,135,606,45,1,0.427015816,5,1
58,166,828,5,39,0.557332425,1,0
64,105,594,16,25,0.142297579,4,0
34,78,389,12,8,0.004621655,0,0
21,57,681,92,18,0.174632203,4,1
34,46,748,78,31,0.957030105,4,1
25,124,311,91,37,0.059738406,0,0
40,32,733,90,4,0.220691033,0,0
41,100,319,27,21,0.810412613,2,0
68,115,542,10,16,0.211013229,0,0
44,65,325,29,11,0.659621368,4,0
62,53,835,60,31,0.114798191,5,1
34,132,821,55,2,0.356855153,2,1
29,30,432,76,35,0.559347613,4,0
70,179,755,6,5,0.421930631,0,1
64,48,533,30,35,0.0581386,4,0
69,168,402,86,18,0.281151503,1,0
34,25,690,12,8,0.518547431,2,0
30,150,587,52,33,0.628882959,5,0
18,132,767,48,37,0.015460775,3,1
31,169,440,12,9,0.041266784,5,1
43,91,633,32,2,0.03387266,0,1
59,183,553,53,6,0.390414985,1,0
20,20,746,60,29,0.254482754,2,0
30,130,830,95,37,0.004600303,1,0
18,39,490,88,31,0.399833998,5,0
62,36,310,75,40,0.09054881,4,0
24,95,617,35,20,0.316462474,4,0
68,177,453,17,39,0.530605072,5,0
69,159,825,19,5,0.461611418,1,1
54,124,333,58,9,0.755661252,1,0
47,34,409,58,14,0.707865203,1,0
32,196,803,45,14,0.243063192,3,1
51,191,440,56,29,0.505579652,2,0
70,35,759,85,34,0.672800278,3,0
69,120,564,54,25,0.135714077,2,0
56,146,805,56,7,0.583161711,1,0
39,190,819,19,12,0.153699484,0,1
54,52,427,99,12,0.197684086,2,0
52,97,419,82,37,0.940377311,1,0
36,56,845,76,24,0.503300776,3,0
32,165,791,59,14,0.223948723,0,1
64,21,763,90,34,0.022665321,5,0
69,46,405,14,1,0.966988631,3,0
26,165,361,35,35,0.669995874,0,0
27,171,821,87,9,0.981503689,0,0
33,132,699,7,33,0.769658197,4,0
38,101,584,98,13,0.512785331,4,0
63,125,615,71,14,0.668817594,3,0
39,147,520,93,18,0.533811714,1,0
48,61,785,22,23,0.636491101,2,0
39,198,599,10,10,0.211092472,4,0
68,65,625,78,33,0.135301072,5,1
60,171,517,52,15,0.040873977,5,0
61,58,581,87,12,0.450554048,4,0
66,199,436,56,27,0.310789927,3,0
25,43,396,21,37,0.332238702,0,0
67,172,486,19,11,0.977435665,2,0
41,188,390,32,32,0.46818098,1,0
30,33,819,68,24,0.789564313,4,0
64,183,411,96,14,0.487841643,4,0
29,41,378,99,23,0.56773278,5,0
57,25,524,41,15,0.065306477,2,0
29,113,322,78,35,0.67247995,1,0
47,58,491,53,24,0.848608757,0,0
30,168,495,56,32,0.160353985,1,0
54,55,812,89,32,0.446349664,5,1
36,108,723,22,15,0.529531884,1,0
67,121,664,38,9,0.248667486,4,1
47,35,839,60,8,0.452599955,0,0
20,182,630,100,4,0.218670396,4,1
33,141,709,70,32,0.622975876,0,0
34,125,641,36,33,0.018971146,3,1
44,73,736,38,32,0.737218716,5,0
39,144,442,77,3,0.405852105,3,0
66,68,653,58,11,0.473664757,3,1
32,61,692,45,18,0.731448261,3,1
68,64,359,31,36,0.858246698,5,0
52,63,797,59,19,0.68088726,5,0
48,96,371,59,18,0.84942974,4,0
39,131,453,63,29,0.529845803,2,0
70,155,719,53,26,0.901388616,1,0
58,136,503,42,28,0.846343059,3,0
63,125,464,39,30,0.735974871,4,0
22,26,410,98,34,0.464110794,5,1
33,166,658,48,25,0.906910432,0,1
23,81,667,70,27,0.472748614,2,1
40,75,560,34,3,0.506105149,0,0
25,92,760,20,10,0.502057647,0,0
56,172,432,19,28,0.999482704,4,0
21,192,655,81,27,0.908148858,4,0
36,173,819,61,27,0.691908231,4,0
67,194,691,26,5,0.398458891,0,1
47,136,800,80,12,0.060642077,5,1
35,49,641,12,33,0.962339423,3,0
24,163,403,47,7,0.574280964,4,0
54,114,661,62,26,0.326782846,4,1
30,116,549,58,38,0.811830377,4,0
25,54,385,55,30,0.673117963,3,1
43,155,632,33,28,0.153252216,2,0
25,23,639,25,31,0.5159887,4,0
30,81,802,99,12,0.675709886,4,0
27,137,448,14,40,0.315821256,1,0
30,147,824,41,39,0.724864615,3,0
65,151,497,5,23,0.931686003,5,0
27,63,418,76,16,0.604374137,0,0
32,200,742,72,27,0.156048598,0,1
45,59,830,60,10,0.395538876,0,1
31,74,488,50,13,0.712839688,4,0
30,152,682,18,27,0.265971944,1,1
36,157,506,42,6,0.687415333,0,0
30,194,670,12,15,0.224521035,4,1
40,150,625,97,9,0.797621515,4,0
40,135,794,14,14,0.961324718,1,0
48,143,648,28,11,0.898737062,0,0
26,118,559,92,26,0.648048373,4,0
53,101,686,15,10,0.768663831,5,0
60,163,644,65,13,0.625094559,5,0
68,158,584,33,20,0.384851737,0,0
57,115,345,62,11,0.604318135,5,0
38,39,483,34,18,0.358116217,4,1
41,180,417,13,9,0.200367095,2,0
66,65,653,77,3,0.340277462,5,0
67,82,470,47,28,0.572749551,4,0
54,20,570,61,25,0.282322397,1,0
45,157,477,91,39,0.121344157,2,0
22,72,650,62,19,0.201995045,0,1
43,177,534,61,18,0.689074334,5,0
63,174,669,75,8,0.51498788,4,0
50,123,496,57,31,0.056111479,0,0
28,70,576,38,30,0.662487396,3,0
58,93,609,49,33,0.346449378,3,0
60,175,745,92,12,0.238025779,4,1
54,23,617,10,32,0.695418166,4,0
45,198,327,5,32,0.286200397,5,0
37,198,427,92,21,0.771236667,4,0
37,140,818,54,0,0.868544167,3,0
60,74,554,53,0,0.87601767,4,0
35,170,536,54,38,0.765404439,0,0
62,128,562,68,14,0.683854925,3,0
32,100,347,86,27,0.344934936,2,0
52,169,462,63,6,0.394782572,3,0
23,44,744,41,16,0.940219104,3,0
69,98,550,5,9,0.843505539,3,0
52,39,538,76,23,0.457874052,1,0
58,53,635,56,9,0.530163844,5,0
43,40,474,62,20,0.218997709,3,0
23,98,696,15,29,0.216470863,1,1
19,135,568,29,11,0.964436733,1,0
64,200,393,27,25,0.669120684,4,0
48,32,772,39,28,0.243546546,2,0
42,136,306,99,8,0.579431823,4,0
40,112,485,83,21,0.001602769,5,0
46,144,738,100,1,0.251310702,0,1
43,26,839,60,38,0.885060876,0,0
41,168,830,99,13,0.567407935,4,0
70,184,509,79,30,0.603008272,3,0
49,181,380,52,27,0.278802962,3,0
27,106,765,15,13,0.401255535,0,1
64,121,781,100,5,0.630842781,1,0
49,183,605,63,34,0.521231505,5,0
22,136,579,17,29,0.288815406,3,0
43,82,606,23,2,0.227932657,4,1
63,50,830,91,1,0.327243129,5,0
26,120,711,70,10,0.539821403,5,0
51,136,477,87,31,0.761550816,4,0
19,179,520,67,8,0.638878406,5,0
44,134,840,39,21,0.738265923,4,1
54,119,361,67,38,0.195273121,0,0
37,22,654,99,35,0.40860814,3,0
46,132,340,81,7,0.132544105,2,0
30,21,501,6,33,0.511663197,5,0
36,190,811,40,10,0.917757862,0,0
26,157,360,35,24,0.438929944,0,0
52,37,733,16,16,0.849705923,1,1
56,143,315,55,8,0.708806298,1,0
24,185,820,59,20,0.621595771,4,0
35,125,475,83,40,0.010173437,3,0
24,169,302,54,11,0.310400302,2,0
53,31,669,36,32,0.211202491,4,0
20,22,762,20,27,0.488159478,2,0
30,104,712,8,9,0.240711559,4,1
40,56,817,9,24,0.972489089,5,0
35,127,574,71,15,0.465949626,4,0
40,138,560,80,25,0.549345234,5,0
40,57,632,69,4,0.525821056,1,0
62,103,347,73,9,0.345702705,4,0
43,156,543,85,26,0.202971427,4,0
64,148,728,36,19,0.788215681,1,0
30,159,480,67,33,0.923170436,4,0
57,88,454,66,35,0.85030881,0,0
35,149,516,32,32,0.902692978,1,0
41,136,325,28,34,0.836639017,3,0
56,88,580,55,6,0.750563099,0,0
66,196,665,78,39,0.479590699,2,1
23,69,746,19,18,0.961751492,3,0
56,66,586,29,16,0.3948032,5,0
29,118,800,13,20,0.07994271,3,1
70,83,747,23,22,0.413374296,4,1
48,111,364,22,19,0.104525381,4,0
43,98,514,45,39,0.927079405,4,0
41,188,778,88,29,0.148637556,4,1
18,133,825,96,7,0.887463924,3,0
60,43,628,26,3,0.248695941,5,0
48,30,302,85,33,0.266638653,2,0
34,37,792,90,32,0.652534965,1,0
59,135,501,94,20,0.469502232,4,0
56,164,776,96,2,0.565335683,4,0
53,146,759,80,7,0.981638431,0,0
58,21,797,96,15,0.390400132,4,0
61,160,825,51,30,0.564367173,5,0
46,191,556,91,5,0.861498623,1,0
45,183,844,26,38,0.913226228,3,0
42,137,711,82,28,0.560739287,1,0
42,157,712,16,35,0.53015032,2,0
33,76,829,79,6,0.362351619,0,1
43,153,404,43,21,0.955644181,0,1
65,197,775,64,16,0.166182284,0,1
18,189,598,78,38,0.681698495,5,0
49,51,713,23,8,0.828814419,4,0
46,194,632,80,27,0.789024442,4,0
62,44,311,26,23,0.005302511,0,0
29,109,401,62,18,0.430780094,3,0
19,45,659,93,21,0.045982416,4,0
52,86,442,53,21,0.538220221,2,0
51,155,388,19,20,0.918755677,1,0
38,89,563,50,18,0.80107592,4,0
35,31,360,36,30,0.986922957,2,0
31,48,336,30,22,0.4039565,4,0
18,59,486,86,34,0.688639619,3,1
53,98,656,87,32,0.057992419,4,1
29,188,832,39,33,0.895930698,0,0
24,60,734,30,19,0.16905333,3,1
44,80,370,77,35,0.227020826,4,0
41,123,779,18,37,0.463604322,2,1
68,38,488,10,16,0.993700523,3,0
30,117,416,75,30,0.771056571,0,0
37,98,641,60,10,0.175031146,5,1
22,49,735,59,6,0.727173726,0,0
45,77,606,90,21,0.245056389,0,1
48,134,589,99,5,0.983985989,2,0
47,143,720,82,22,0.69024343,1,0
36,160,603,38,26,0.842931957,2,0
26,111,405,59,38,0.548962909,5,0
65,129,562,74,34,0.647070019,4,0
51,189,592,86,8,0.759592883,2,0
28,36,586,96,1,0.320975734,0,0
46,111,647,26,0,0.201933725,2,1
28,162,567,11,29,0.722845875,1,0
42,141,774,8,2,0.270741813,2,1
52,96,322,12,24,0.446667724,2,0
43,67,621,77,7,0.862603285,5,0
49,179,551,41,24,0.197452325,5,0
44,34,789,55,13,0.069753485,0,0
32,37,362,33,16,0.070330783,3,0
25,164,321,47,34,0.484117531,4,0
34,32,541,73,14,0.282427266,5,0
62,184,394,90,0,0.087006767,1,0
42,173,640,54,26,0.525957099,3,0
61,24,600,46,5,0.356171172,1,0
46,55,603,55,10,0.905684486,4,0
69,195,527,90,39,0.525053208,1,0
42,134,566,9,31,0.559138269,5,0
62,171,773,25,32,0.188522111,0,1
56,138,556,88,10,0.900339483,0,0
46,181,472,48,30,0.711127007,3,0
18,61,481,70,35,0.793337222,2,0
36,152,624,5,36,0.887983854,3,0
43,137,444,81,25,0.59053544,0,0
34,145,350,34,34,0.974380783,3,0
26,199,341,7,17,0.315767559,4,0
21,59,771,47,2,0.871514291,3,0
26,143,369,58,26,0.22616325,3,0
18,110,829,78,18,0.277518791,4,1
51,184,632,89,34,0.632685967,0,1
60,96,370,80,6,0.394045255,3,0
24,120,779,68,21,0.426828408,3,1
43,131,725,95,23,0.605589274,0,0
34,45,596,15,30,0.960175439,2,0
20,81,619,66,13,0.012113116,4,1
69,120,759,69,9,0.172603229,5,1
50,139,372,43,28,0.867211103,4,0
20,135,515,99,4,0.534219098,3,0
19,133,766,87,6,0.029708305,1,1
49,93,490,68,39,0.430756848,5,0
69,64,774,15,27,0.413628418,4,1
62,172,363,17,6,0.181406144,3,0
34,114,503,19,16,0.070027438,4,0
52,66,693,91,20,0.266227867,5,1
68,62,595,22,17,0.683319576,5,0
19,81,411,95,28,0.181062353,2,0
62,26,393,62,24,0.915954085,3,0
62,77,472,56,2,0.197385669,2,0
21,87,430,73,8,0.361434815,3,0
61,142,610,26,25,0.277894398,3,1
26,197,689,63,40,0.079636997,4,1
30,170,604,7,23,0.245754771,0,1
42,127,362,62,3,0.461405634,4,0
21,44,573,33,17,0.872063069,4,0
69,82,441,33,27,0.215376922,4,1
33,179,351,5,40,0.986269747,4,0
34,176,625,86,24,0.107511413,1,1
33,182,656,66,30,0.532759273,4,0
55,27,512,42,6,0.940857137,3,0
55,184,516,55,4,0.156853652,2,0
18,182,341,65,25,0.866115378,1,0
51,189,637,97,0,0.543082889,1,0
54,45,740,84,20,0.451769117,3,0
44,185,795,16,34,0.699196473,5,0
37,111,322,70,24,0.560652459,5,0
33,82,552,5,11,0.016706092,5,0
69,40,601,17,7,0.023989407,5,1
46,144,771,22,9,0.610818586,1,0
70,137,531,75,37,0.894248922,5,0
19,77,564,65,17,0.11580751,5,0
32,189,794,8,3,0.737246488,1,0
32,180,341,80,33,0.874199771,1,0
45,175,477,20,11,0.315638127,4,0
35,172,693,55,26,0.429741204,1,1
25,67,570,52,15,0.140068005,4,0
31,27,343,86,33,0.166788971,5,0
28,187,525,95,14,0.395058435,4,0
29,64,571,27,1,0.641340961,1,0
66,167,382,38,23,0.169466585,4,0
58,196,334,21,10,0.266932198,0,0
38,95,326,13,39,0.580006575,1,0
52,21,375,49,31,0.026156145,2,0
41,175,365,31,23,0.973468896,4,0
36,190,527,91,36,0.289715398,2,0
37,90,688,19,29,0.823672595,3,0
67,189,634,36,3,0.216771012,5,1
70,71,470,68,27,0.7078592,4,0
70,58,568,52,19,0.604562867,5,0
48,170,324,33,20,0.735716847,2,0
64,90,588,69,34,0.624541797,5,0
56,101,527,48,10,0.264992791,4,0
64,185,379,33,24,0.881959676,0,0
62,116,828,29,17,0.589160682,5,0
31,177,572,48,35,0.823476376,0,0
43,50,431,90,37,0.219746917,5,0
35,149,564,15,28,0.069935364,2,0
48,103,549,94,13,0.184788115,2,0
56,143,810,48,5,0.409556641,5,1
41,76,458,61,36,0.310025331,0,1
35,65,832,64,14,0.757133192,2,0
38,77,390,24,38,0.095731207,5,0
26,156,344,35,1,0.917406458,5,1
21,185,829,34,4,0.422004806,4,1
22,144,632,48,6,0.126970149,3,1
28,148,461,38,20,0.616978281,1,0
31,152,830,78,10,0.935568171,3,0
51,168,566,8,26,0.086773282,2,0
25,153,455,53,22,0.35051016,0,0
31,106,320,60,37,0.62195135,2,0
32,125,312,83,37,0.172136973,0,0
42,107,805,63,2,0.555511706,3,0
64,195,611,7,34,0.935555119,0,0
45,99,745,65,10,0.85740368,2,0
51,153,669,25,21,0.254424805,4,1
67,139,712,25,40,0.333212723,0,1
34,107,318,94,38,0.892871252,1,0
57,143,846,32,1,0.775333227,3,0
27,24,311,8,26,0.947697389,5,0
20,32,315,86,29,0.920583719,4,0
63,55,660,35,22,0.721949603,0,0
67,112,414,57,34,0.483791906,3,1
51,109,409,25,40,0.869730335,5,0
22,159,682,38,27,0.781934141,3,0
41,81,821,44,27,0.902129192,3,0
24,139,784,90,37,0.498267257,5,1
33,137,519,9,32,0.126308,1,0
54,134,386,87,18,0.084769655,4,0
42,42,370,22,18,0.365656175,1,0
53,83,568,5,6,0.721220917,3,0
58,96,559,8,31,0.092055321,3,0
58,30,557,77,8,0.116705921,5,0
20,57,818,75,6,0.8521389,2,0
19,74,565,89,17,0.554705741,0,0
23,86,649,82,3,0.280886937,0,1
39,65,715,83,38,0.457537004,5,1
46,197,576,63,21,0.320172291,1,0
65,85,684,29,8,0.813254951,1,0
54,60,364,87,15,0.96629433,5,0
59,41,695,18,23,0.236817915,3,0
58,187,458,81,29,0.78997658,2,0
25,57,313,43,25,0.860719706,3,0
43,131,610,83,24,0.825815126,3,0
45,151,838,52,27,0.044474598,4,1
43,21,701,38,9,0.119026578,4,0
58,109,461,12,35,0.9737407,1,0
52,55,831,56,12,0.663588779,1,0
36,142,527,98,20,0.622321546,0,0
66,125,727,44,17,0.713419061,1,0
53,198,445,70,17,0.761871134,3,0
51,78,421,53,5,0.006508647,3,0
70,200,591,78,32,0.949942607,3,0
40,100,568,76,29,0.135631606,3,0
50,146,529,35,22,0.484054803,3,0
55,88,719,6,34,0.600004469,3,0
37,21,321,22,27,0.486594175,2,0
44,77,675,35,13,0.387364837,1,1
20,131,338,72,22,0.519099242,3,0
47,137,767,82,32,0.534379815,0,0
50,115,525,51,14,0.694883105,2,0
32,44,802,26,2,0.842640312,1,0
31,41,583,88,12,0.777359828,0,1
53,142,450,30,25,0.745645797,3,0
27,92,351,49,34,0.905509081,3,0
67,69,633,38,25,0.983977577,4,0
61,103,515,86,12,0.859703888,4,0
32,118,661,51,16,0.716961701,0,0
53,73,402,94,37,0.970578655,0,0
29,188,380,56,39,0.556307471,0,0
21,45,620,29,10,0.905683366,2,0
48,134,502,92,34,0.434631642,4,0
67,98,329,25,35,0.391406833,3,0
46,151,543,8,17,0.156314598,0,0
67,106,329,85,20,0.68257192,0,0
45,149,579,74,5,0.813073318,5,1
54,75,556,96,27,0.660030111,1,0
56,95,767,59,11,0.811078781,4,0
48,22,616,84,19,0.3602743,3,0
61,87,622,70,8,0.547900957,4,0
35,29,603,9,1,0.018611016,3,0
31,96,529,51,36,0.430438007,5,0
44,104,463,76,36,0.889225602,1,0
22,115,757,67,24,0.286339443,0,1
66,76,637,7,10,0.324465491,0,1
61,174,833,11,16,0.546125952,3,0
58,175,319,54,23,0.981387737,2,0
36,169,537,24,19,0.745894739,1,0
42,89,334,72,25,0.921583134,1,0
28,141,575,36,27,0.465514725,2,0
32,99,643,69,33,0.767114561,0,0
54,103,803,89,9,0.792411997,5,0
61,141,659,96,23,0.643535478,4,0
53,131,478,25,7,0.611913892,3,0
33,48,716,53,25,0.057226407,5,0
48,31,578,76,11,0.287520199,4,0
36,35,560,10,3,0.535514902,1,0
59,94,563,55,19,0.551776938,3,0
66,200,492,34,23,0.34441606,4,0
27,121,575,36,16,0.706800888,2,0
67,141,479,21,21,0.675400221,3,0
